id,request_id,donor_id,status,dispatched_at,responded_at,accepted_at,completed_at,created_at
fcc77817-2885-4bfc-a532-0f6f156201dc,ee6477d0-9a54-4544-8e63-e6bff0cf3c87,2e3af94c-8ff5-4a35-ac8a-571d4fa070d4,ACCEPTED,2025-01-01T21:41:00,2025-01-01T21:55:00,2025-01-01T21:55:00,,2025-01-01T21:41:00
88f3bfe4-a3ef-4ba6-8c93-900ef89e2484,ee6477d0-9a54-4544-8e63-e6bff0cf3c87,d6b5ae43-d86a-4b5f-abd6-b4e06091ee44,ACCEPTED,2025-01-01T21:44:00,2025-01-01T21:48:00,2025-01-01T21:48:00,,2025-01-01T21:44:00
5711f813-2ca3-40d8-b77a-c8c0f3d1a873,ee6477d0-9a54-4544-8e63-e6bff0cf3c87,643a2cfd-c940-4060-89e8-05b38ecebd84,ACCEPTED,2025-01-01T21:47:00,2025-01-01T21:50:00,2025-01-01T21:50:00,,2025-01-01T21:47:00
5b64567d-fa5a-4ab4-bb6f-cb69bd4f3878,aa3cda02-f1e4-4498-9124-3820051ae716,0f830c26-3d4f-4cf5-81cf-08041535d161,ACCEPTED,2025-01-01T22:02:00,2025-01-01T22:09:00,2025-01-01T22:09:00,,2025-01-01T22:02:00
088935aa-8920-4087-8577-b1a90eaea7f1,aa3cda02-f1e4-4498-9124-3820051ae716,9f966f0d-58e3-4b25-ab78-8fe097b30675,COMPLETED,2025-01-01T22:02:00,2025-01-01T22:03:00,2025-01-01T22:03:00,2025-01-01T23:02:00,2025-01-01T22:02:00
a03f211b-2a3b-4be3-97e6-d47060757d6f,aa3cda02-f1e4-4498-9124-3820051ae716,6a793798-198b-46b9-85cd-0ec03d79cc88,COMPLETED,2025-01-01T22:10:00,2025-01-01T22:18:00,2025-01-01T22:18:00,2025-01-02T01:10:00,2025-01-01T22:10:00
51cbf454-05bd-4c6c-8a2d-b9cf7bbc06a5,ee01dde6-1597-46ed-a6bc-a5801ace14ac,40e2e31f-1e2d-4f70-9de8-91ad096fe41a,ACCEPTED,2025-01-02T03:22:00,2025-01-02T03:31:00,2025-01-02T03:31:00,,2025-01-02T03:22:00
b4aec01f-1774-4458-8449-f7426777a063,ee01dde6-1597-46ed-a6bc-a5801ace14ac,5849a59e-7a49-4c31-a079-4e89867a7e98,COMPLETED,2025-01-02T03:24:00,2025-01-02T03:28:00,2025-01-02T03:28:00,2025-01-02T04:24:00,2025-01-02T03:24:00
647a0192-f153-4eb2-a848-f65b9d66227c,ee01dde6-1597-46ed-a6bc-a5801ace14ac,9a08a817-eaf1-4182-9eb1-290121129ead,ACCEPTED,2025-01-02T03:30:00,2025-01-02T03:40:00,2025-01-02T03:40:00,,2025-01-02T03:30:00
a7618649-e903-4cee-83c1-69b379bb864e,6d67aa68-3241-438d-a5ce-5dc297346262,2f38acd6-86c3-4ffd-b869-1117ac2e0be7,DECLINED,2025-01-02T07:35:00,2025-01-02T07:45:00,,,2025-01-02T07:35:00
3a8246f8-373e-4174-bc3f-1874a298166a,6d67aa68-3241-438d-a5ce-5dc297346262,c0eaa600-b15c-463a-b278-86b3ca57fd5c,ACCEPTED,2025-01-02T07:38:00,2025-01-02T07:42:00,2025-01-02T07:42:00,,2025-01-02T07:38:00
e2beb43c-13cb-4f47-8baf-5bd0dd5fc81a,6d67aa68-3241-438d-a5ce-5dc297346262,8a51ac8d-1598-4fa0-bf75-085c49cbc370,ACCEPTED,2025-01-02T07:43:00,2025-01-02T07:53:00,2025-01-02T07:53:00,,2025-01-02T07:43:00
ba4f9a15-4f50-492b-9528-c2447e6478ec,6d67aa68-3241-438d-a5ce-5dc297346262,87ee165d-91a2-4857-b698-c97864b7c6d5,ACCEPTED,2025-01-02T07:44:00,2025-01-02T07:57:00,2025-01-02T07:57:00,,2025-01-02T07:44:00
e417eed0-595b-4217-887d-9ff13b833a06,6d67aa68-3241-438d-a5ce-5dc297346262,d37d167a-e253-4bf1-bf50-bfa4c95a4260,NO_RESPONSE,2025-01-02T07:45:00,,,,2025-01-02T07:45:00
0555dc39-73b8-45ca-9526-b7b466719380,2761dd1d-bc5e-4b11-9fb8-3f225dc8c58b,0cdb3e6f-399c-4e51-9eb2-0a3eed101f33,ACCEPTED,2025-01-02T13:23:00,2025-01-02T13:35:00,2025-01-02T13:35:00,,2025-01-02T13:23:00
0489c637-ecf0-40ce-82a3-2ff41b99cd9f,2761dd1d-bc5e-4b11-9fb8-3f225dc8c58b,f3cd1be3-bc16-4a73-961d-f832dfb5f084,ACCEPTED,2025-01-02T13:27:00,2025-01-02T13:33:00,2025-01-02T13:33:00,,2025-01-02T13:27:00
1979eea8-d0a9-4c3b-ac58-64a2cb32a5c8,2761dd1d-bc5e-4b11-9fb8-3f225dc8c58b,29e49c87-bf5c-4e0a-844a-7ce3f4f2d13d,ACCEPTED,2025-01-02T13:29:00,2025-01-02T13:41:00,2025-01-02T13:41:00,,2025-01-02T13:29:00
b06338e4-6ec6-4950-b5e1-1e00f8cdb5a5,2bf9da53-b525-4579-9a5d-ee99383d9f9d,b34b9ff4-c6a5-4e42-9619-75d5b29e68d4,COMPLETED,2025-01-03T04:03:00,2025-01-03T04:11:00,2025-01-03T04:11:00,2025-01-03T05:03:00,2025-01-03T04:03:00
29ed70ac-f8fc-4950-a026-0e941b835463,2bf9da53-b525-4579-9a5d-ee99383d9f9d,11e977ea-77b0-4be7-a600-4b4895750d3e,ACCEPTED,2025-01-03T04:09:00,2025-01-03T04:19:00,2025-01-03T04:19:00,,2025-01-03T04:09:00
c64be3d7-c45d-4fa4-a317-6827828db4ac,00a7e0a3-af3a-447d-bb96-b0d5438dc2ae,3d9f3b15-c774-4537-9706-6a9c0ce3bcd0,ACCEPTED,2025-01-03T08:37:00,2025-01-03T08:49:00,2025-01-03T08:49:00,,2025-01-03T08:37:00
b382567f-d6cf-4507-870a-e5435a9daec9,00a7e0a3-af3a-447d-bb96-b0d5438dc2ae,6f397cf4-9959-4fad-93f5-e6397f2f273d,COMPLETED,2025-01-03T08:42:00,2025-01-03T08:45:00,2025-01-03T08:45:00,2025-01-03T10:42:00,2025-01-03T08:42:00
4b18359c-56c6-4f47-92ea-47c586f23550,00a7e0a3-af3a-447d-bb96-b0d5438dc2ae,d346ac11-9b08-4a8a-b887-845a17ae7266,COMPLETED,2025-01-03T08:44:00,2025-01-03T08:48:00,2025-01-03T08:48:00,2025-01-03T09:44:00,2025-01-03T08:44:00
ff17c678-e68c-4ccf-9576-687adad746aa,00a7e0a3-af3a-447d-bb96-b0d5438dc2ae,b55baffe-83af-4af1-b800-2efe44d895fa,MISSED,2025-01-03T08:48:00,,,,2025-01-03T08:48:00
9f646134-1646-4b70-8944-eb199983db57,00a7e0a3-af3a-447d-bb96-b0d5438dc2ae,ca5ce99f-cf40-4ef6-9c3d-4a4177383ff2,ACCEPTED,2025-01-03T08:49:00,2025-01-03T09:02:00,2025-01-03T09:02:00,,2025-01-03T08:49:00
8d5aff88-aabb-4852-9d8f-284b1e8f8494,fd5ae745-5390-49eb-a855-e9fd01d76f55,5ae18917-1ec4-457c-a836-7efc4c4c8fff,COMPLETED,2025-01-03T09:19:00,2025-01-03T09:22:00,2025-01-03T09:22:00,2025-01-03T11:19:00,2025-01-03T09:19:00
b9b98be5-6868-4ae3-8757-50b23b27b8d0,fd5ae745-5390-49eb-a855-e9fd01d76f55,d00a6ed9-0c78-4d11-8599-3f98cf750bc5,EXPIRED,2025-01-03T09:28:00,,,,2025-01-03T09:28:00
1bbd0226-dc7a-44fd-b948-94d81647c42f,93b3afe8-2246-45a4-ad88-9b5f152ada9c,f2f92179-5d28-4944-970e-4735cb6d6a92,COMPLETED,2025-01-03T09:49:00,2025-01-03T09:51:00,2025-01-03T09:51:00,2025-01-03T10:49:00,2025-01-03T09:49:00
86983446-b81b-4480-8918-aebeb2410719,93b3afe8-2246-45a4-ad88-9b5f152ada9c,ed05badd-17a9-4ad2-99b1-3e60e0cb321e,COMPLETED,2025-01-03T09:49:00,2025-01-03T09:58:00,2025-01-03T09:58:00,2025-01-03T10:49:00,2025-01-03T09:49:00
5858fb43-62bd-47da-82b4-2bbb223bb6ef,93b3afe8-2246-45a4-ad88-9b5f152ada9c,0163ca09-1636-4809-8246-282d82afd3a3,EXPIRED,2025-01-03T09:49:00,,,,2025-01-03T09:49:00
e74fa04a-bdeb-4508-b16c-86728b4292f6,93b3afe8-2246-45a4-ad88-9b5f152ada9c,deac09c6-92df-437d-890a-ec1f48406829,ACCEPTED,2025-01-03T09:50:00,2025-01-03T09:58:00,2025-01-03T09:58:00,,2025-01-03T09:50:00
814c351f-da82-4611-bfff-7b59bdc716db,93b3afe8-2246-45a4-ad88-9b5f152ada9c,ad32e776-9492-4189-a4eb-d73ed256a7ea,COMPLETED,2025-01-03T09:51:00,2025-01-03T09:56:00,2025-01-03T09:56:00,2025-01-03T10:51:00,2025-01-03T09:51:00
82822c4c-3c82-42a3-97d2-2f74ca1c1110,93b3afe8-2246-45a4-ad88-9b5f152ada9c,6a684832-6713-46ad-8845-56c424779c27,ACCEPTED,2025-01-03T09:53:00,2025-01-03T10:00:00,2025-01-03T10:00:00,,2025-01-03T09:53:00
bf8ff9a5-412e-4f45-9f28-f6232afcf5d1,ad932cae-5eed-4f7a-b37e-b95fa40197f1,d346ac11-9b08-4a8a-b887-845a17ae7266,COMPLETED,2025-01-03T16:15:00,2025-01-03T16:29:00,2025-01-03T16:29:00,2025-01-03T18:15:00,2025-01-03T16:15:00
dd959e97-d917-4b88-93cd-d30c4173173a,ad932cae-5eed-4f7a-b37e-b95fa40197f1,ed05badd-17a9-4ad2-99b1-3e60e0cb321e,MISSED,2025-01-03T16:18:00,,,,2025-01-03T16:18:00
f00ce057-3d42-44db-acc6-15efbb7818b6,ad932cae-5eed-4f7a-b37e-b95fa40197f1,664b1167-88df-4fdd-afcb-3e9296fb4ad6,ACCEPTED,2025-01-03T16:18:00,2025-01-03T16:23:00,2025-01-03T16:23:00,,2025-01-03T16:18:00
ea957cdb-74ff-4dfe-aa33-324a58d1c29e,ad932cae-5eed-4f7a-b37e-b95fa40197f1,846be435-a2e1-4850-bad5-07de99099078,ACCEPTED,2025-01-03T16:21:00,2025-01-03T16:36:00,2025-01-03T16:36:00,,2025-01-03T16:21:00
ed0dd95d-247a-4efb-a157-8477c64eae4f,ad932cae-5eed-4f7a-b37e-b95fa40197f1,18663a26-c010-4e4e-8471-6194347da84d,ACCEPTED,2025-01-03T16:23:00,2025-01-03T16:30:00,2025-01-03T16:30:00,,2025-01-03T16:23:00
e3024062-8ab8-4d02-b2ac-4c564a784a42,c3f58522-b395-4113-854c-d43297e8a110,3f72d86e-c11c-497f-b6d0-5f2e08b013cd,DECLINED,2025-01-03T18:27:00,2025-01-03T18:39:00,,,2025-01-03T18:27:00
c1cd654f-9b28-4075-bb01-2cc988cd6383,c3f58522-b395-4113-854c-d43297e8a110,8465564b-f0a3-4480-b044-c0a4cf6d01a0,ACCEPTED,2025-01-03T18:32:00,2025-01-03T18:43:00,2025-01-03T18:43:00,,2025-01-03T18:32:00
20284c5e-d5fa-460d-8800-4755fc34089f,c3f58522-b395-4113-854c-d43297e8a110,20f6053d-1512-49be-a186-de29bf5ec234,COMPLETED,2025-01-03T18:34:00,2025-01-03T18:48:00,2025-01-03T18:48:00,2025-01-03T20:34:00,2025-01-03T18:34:00
bdc803e3-9c1a-4091-9416-6e89979bed22,9dbd01d5-4058-4fa9-85d8-dc24d6743804,103eb3c6-8619-4c37-b55b-6a3438e71b7a,NO_RESPONSE,2025-01-03T19:45:00,,,,2025-01-03T19:45:00
65823958-e545-4af9-acbf-268286d5793b,9dbd01d5-4058-4fa9-85d8-dc24d6743804,2bc00f4d-1415-492e-ab45-855a39d62175,ACCEPTED,2025-01-03T19:48:00,2025-01-03T20:00:00,2025-01-03T20:00:00,,2025-01-03T19:48:00
c4d02243-b92f-478c-8e0c-5ba0aabf89fd,9dbd01d5-4058-4fa9-85d8-dc24d6743804,c4fe67ef-e054-4697-9543-263f3f2dd3c7,NO_RESPONSE,2025-01-03T19:53:00,,,,2025-01-03T19:53:00
2507901c-f6b5-45bf-935a-193a8a855ac7,9dbd01d5-4058-4fa9-85d8-dc24d6743804,edf481eb-bab0-46c2-a7e6-67b59a510550,ACCEPTED,2025-01-03T19:53:00,2025-01-03T20:04:00,2025-01-03T20:04:00,,2025-01-03T19:53:00
53133b0d-557f-4dc5-9720-8fab222a868f,3297ad2a-15f2-41bc-baa1-33b8274534c4,deac09c6-92df-437d-890a-ec1f48406829,ACCEPTED,2025-01-03T20:30:00,2025-01-03T20:42:00,2025-01-03T20:42:00,,2025-01-03T20:30:00
d3fe5f04-d746-46cb-985b-b26d85018e7c,3297ad2a-15f2-41bc-baa1-33b8274534c4,eeafa879-969e-4fb1-b5cc-4bb4d3216e00,COMPLETED,2025-01-03T20:30:00,2025-01-03T20:43:00,2025-01-03T20:43:00,2025-01-03T23:30:00,2025-01-03T20:30:00
547ed2b2-0ada-4bad-9470-a2a2d1fdc0ad,3297ad2a-15f2-41bc-baa1-33b8274534c4,18425d44-6ba9-45d1-a297-f3778d4b10e7,ACCEPTED,2025-01-03T20:32:00,2025-01-03T20:38:00,2025-01-03T20:38:00,,2025-01-03T20:32:00
e2eb4dd6-51a7-484f-b874-63e11f32c78a,3297ad2a-15f2-41bc-baa1-33b8274534c4,56cb3f18-5215-48ce-a5e3-0cd1a2498d02,ACCEPTED,2025-01-03T20:32:00,2025-01-03T20:46:00,2025-01-03T20:46:00,,2025-01-03T20:32:00
f3f52344-b05e-4828-b21a-f4888749fff4,3297ad2a-15f2-41bc-baa1-33b8274534c4,a14bd188-163c-4039-b950-9d6f9fd5a629,COMPLETED,2025-01-03T20:38:00,2025-01-03T20:46:00,2025-01-03T20:46:00,2025-01-03T21:38:00,2025-01-03T20:38:00
5b11e025-cf81-4af4-9b0b-5063a7f623ef,2614a6f5-45b5-44a1-a55c-062e5644645a,7df3d0f3-a755-40a4-a102-6e1158275be1,NO_RESPONSE,2025-01-04T02:25:00,,,,2025-01-04T02:25:00
cdcf2169-beb3-428d-9149-63ad3266da88,2614a6f5-45b5-44a1-a55c-062e5644645a,5d834b3d-0d58-4d16-bdc4-32869531ea10,ACCEPTED,2025-01-04T02:28:00,2025-01-04T02:32:00,2025-01-04T02:32:00,,2025-01-04T02:28:00
66cbaf09-55db-41a3-9b7d-97696b62301e,2614a6f5-45b5-44a1-a55c-062e5644645a,7874fffd-6a3d-4885-92ad-f115c4f7779f,ACCEPTED,2025-01-04T02:38:00,2025-01-04T02:53:00,2025-01-04T02:53:00,,2025-01-04T02:38:00
dcdb373c-bf8d-4abe-80be-90759b8917c3,5d58dca7-f2e3-497c-84e9-d8f305e67e03,b2bf9e98-85b8-494e-b4cc-bd65231bcd14,NO_RESPONSE,2025-01-04T05:18:00,,,,2025-01-04T05:18:00
f3c35a2a-2205-4648-9fd6-99c4942ee703,5d58dca7-f2e3-497c-84e9-d8f305e67e03,d346ac11-9b08-4a8a-b887-845a17ae7266,ACCEPTED,2025-01-04T05:28:00,2025-01-04T05:41:00,2025-01-04T05:41:00,,2025-01-04T05:28:00
20cd6b1c-9e13-41f6-9662-b848cee110c9,5d58dca7-f2e3-497c-84e9-d8f305e67e03,3b1c0630-6304-4f24-90a0-39e3fd579418,DECLINED,2025-01-04T05:30:00,2025-01-04T05:48:00,,,2025-01-04T05:30:00
205c630e-7fa2-4afc-b7c8-a59dca432c5d,5d58dca7-f2e3-497c-84e9-d8f305e67e03,2c3db408-b5ed-488b-889b-94d27474e75e,MISSED,2025-01-04T05:30:00,,,,2025-01-04T05:30:00
8c6cff2a-f03a-4267-9659-7e14172af146,e81370a2-42e8-4542-af59-54cafb63ad5c,20973b43-2cf6-456f-b7bc-c097d6343c32,ACCEPTED,2025-01-04T05:32:00,2025-01-04T05:43:00,2025-01-04T05:43:00,,2025-01-04T05:32:00
525cb23d-7f83-4daf-954f-0f9d74bb8272,e81370a2-42e8-4542-af59-54cafb63ad5c,05088ba7-5428-4853-8cc9-e76f460fddd4,COMPLETED,2025-01-04T05:34:00,2025-01-04T05:49:00,2025-01-04T05:49:00,2025-01-04T06:34:00,2025-01-04T05:34:00
0bac9f5c-e441-436d-920f-55e55b6ce911,e81370a2-42e8-4542-af59-54cafb63ad5c,74de697e-ecd0-4975-8057-f21088a888b4,MISSED,2025-01-04T05:42:00,,,,2025-01-04T05:42:00
4bbf9fc4-598d-4751-9b9b-8012afd8e1ce,ba16c21a-a9cc-426a-ad2c-8f7bbd0dad81,54d5caa7-5a58-4175-a139-ece2d4e285d1,ACCEPTED,2025-01-04T17:31:00,2025-01-04T17:34:00,2025-01-04T17:34:00,,2025-01-04T17:31:00
842d8d6f-949f-453a-861f-eda8473aacb6,ba16c21a-a9cc-426a-ad2c-8f7bbd0dad81,d869910e-02c0-4d29-a1fd-9bdef530d653,COMPLETED,2025-01-04T17:39:00,2025-01-04T17:42:00,2025-01-04T17:42:00,2025-01-04T20:39:00,2025-01-04T17:39:00
a62a4005-de9f-43f6-bcb9-4bcb6a306c3a,a422551d-9d9a-46fd-8bc8-d2571b1abd4c,caedcc90-6c34-4e03-8f0b-b86ff3cda6a7,COMPLETED,2025-01-04T17:58:00,2025-01-04T18:11:00,2025-01-04T18:11:00,2025-01-04T20:58:00,2025-01-04T17:58:00
a0a84766-999b-4628-b53b-abb4966e543b,a422551d-9d9a-46fd-8bc8-d2571b1abd4c,7ce3dda1-de53-4002-8f7b-0cd22da8ea06,ACCEPTED,2025-01-04T17:59:00,2025-01-04T18:13:00,2025-01-04T18:13:00,,2025-01-04T17:59:00
5e2c0ed7-166b-49b3-a6f5-a33104fecc1b,a422551d-9d9a-46fd-8bc8-d2571b1abd4c,8a51ac8d-1598-4fa0-bf75-085c49cbc370,NO_RESPONSE,2025-01-04T18:04:00,,,,2025-01-04T18:04:00
060721c5-8101-4b20-9c3f-c47b26611cdb,a422551d-9d9a-46fd-8bc8-d2571b1abd4c,36ab981c-07be-4841-8992-11118d375327,COMPLETED,2025-01-04T18:07:00,2025-01-04T18:09:00,2025-01-04T18:09:00,2025-01-04T20:07:00,2025-01-04T18:07:00
a94d337a-1b9e-43b1-9568-db0afb8bc53e,a422551d-9d9a-46fd-8bc8-d2571b1abd4c,6c25e2ff-8bc0-4abc-a978-052ba5e4650a,COMPLETED,2025-01-04T18:08:00,2025-01-04T18:20:00,2025-01-04T18:20:00,2025-01-04T20:08:00,2025-01-04T18:08:00
7ea8f537-6a1e-4fee-93bb-7e2d44063365,484edbe6-982e-42cd-a8da-43af1867ff12,6c25e2ff-8bc0-4abc-a978-052ba5e4650a,COMPLETED,2025-01-04T21:22:00,2025-01-04T21:26:00,2025-01-04T21:26:00,2025-01-04T22:22:00,2025-01-04T21:22:00
0ffb4c1c-0fb7-4d48-bb3f-431a151bd8ad,484edbe6-982e-42cd-a8da-43af1867ff12,1ee3aa44-6749-4c32-9bfe-c3306275fe48,ACCEPTED,2025-01-04T21:24:00,2025-01-04T21:31:00,2025-01-04T21:31:00,,2025-01-04T21:24:00
301c7afc-2d5b-4a93-8597-c181b5029e74,484edbe6-982e-42cd-a8da-43af1867ff12,2fe42234-9f74-4aa2-8d63-a0c3cf398172,ACCEPTED,2025-01-04T21:26:00,2025-01-04T21:32:00,2025-01-04T21:32:00,,2025-01-04T21:26:00
6be1437b-b76c-4483-b024-ac28c2916c1e,484edbe6-982e-42cd-a8da-43af1867ff12,abdc90fb-c824-469f-8f0e-8dd72f8f977f,ACCEPTED,2025-01-04T21:28:00,2025-01-04T21:29:00,2025-01-04T21:29:00,,2025-01-04T21:28:00
e1a566fa-94f5-4fab-a693-2bc8bb5a115c,484edbe6-982e-42cd-a8da-43af1867ff12,c9dc82a9-929e-4f50-b5b7-c81e47b0668c,ACCEPTED,2025-01-04T21:29:00,2025-01-04T21:39:00,2025-01-04T21:39:00,,2025-01-04T21:29:00
2dc40c6f-fff7-4449-acf5-a77615ca3574,484edbe6-982e-42cd-a8da-43af1867ff12,03eeb252-1e41-4f67-91f0-687b64393568,MISSED,2025-01-04T21:30:00,,,,2025-01-04T21:30:00
2d84044c-7a59-4168-a66e-b918db7cf00c,f5f17adf-9784-4723-9ddc-40e6a0f19029,bc7ffdff-d62a-437c-9957-5c8739b97d73,EXPIRED,2025-01-05T06:42:00,,,,2025-01-05T06:42:00
3d3cda28-aef0-41ec-b3af-53318c4302bd,f5f17adf-9784-4723-9ddc-40e6a0f19029,606e67ca-9ccf-47a9-951e-95c0bc77f20d,EXPIRED,2025-01-05T06:42:00,,,,2025-01-05T06:42:00
cf925c73-58a4-4a02-8dd3-74f06c3c871e,f5f17adf-9784-4723-9ddc-40e6a0f19029,19e65af6-da1e-4052-bf71-1659737f5cc7,ACCEPTED,2025-01-05T06:44:00,2025-01-05T06:51:00,2025-01-05T06:51:00,,2025-01-05T06:44:00
a082857a-2752-42e6-ab5c-82e8e181eae8,f5f17adf-9784-4723-9ddc-40e6a0f19029,643a2cfd-c940-4060-89e8-05b38ecebd84,ACCEPTED,2025-01-05T06:49:00,2025-01-05T06:55:00,2025-01-05T06:55:00,,2025-01-05T06:49:00
0cbf9b74-fbbd-4226-b1d4-64524d4aeeef,f5f17adf-9784-4723-9ddc-40e6a0f19029,cbfa701d-d50d-4cb5-a221-792b267c1d82,MISSED,2025-01-05T06:52:00,,,,2025-01-05T06:52:00
310cc8f5-d2e2-4fa5-9453-a7db20592904,896901f1-c800-404d-9ed9-a16f3179019e,eb58213e-ba40-46c3-9d6b-38ab2414fb43,ACCEPTED,2025-01-05T10:09:00,2025-01-05T10:22:00,2025-01-05T10:22:00,,2025-01-05T10:09:00
7c024525-30fb-4070-9617-8c11f9317369,896901f1-c800-404d-9ed9-a16f3179019e,2c1091c3-2c2e-4305-8524-f2651ddbea75,ACCEPTED,2025-01-05T10:10:00,2025-01-05T10:19:00,2025-01-05T10:19:00,,2025-01-05T10:10:00
9068b039-3965-46b5-9035-7983720e5fbe,896901f1-c800-404d-9ed9-a16f3179019e,885c50e2-3162-47fa-90f5-23d9287648cc,ACCEPTED,2025-01-05T10:11:00,2025-01-05T10:24:00,2025-01-05T10:24:00,,2025-01-05T10:11:00
8a80862d-0deb-4da4-9b98-ce3b4dd82b9d,896901f1-c800-404d-9ed9-a16f3179019e,82f273c1-a6d9-473e-b339-93f7a0379a64,COMPLETED,2025-01-05T10:12:00,2025-01-05T10:14:00,2025-01-05T10:14:00,2025-01-05T11:12:00,2025-01-05T10:12:00
e8130f80-e7f0-429d-9341-71c45ea1ba7d,01c5dc13-745c-4823-bec7-18f8a20b9f95,7724d47c-dcf0-4aba-a2e1-ec51d9d4eef2,COMPLETED,2025-01-05T11:25:00,2025-01-05T11:40:00,2025-01-05T11:40:00,2025-01-05T12:25:00,2025-01-05T11:25:00
b932e655-66f5-4034-a595-dc8febb0acc6,01c5dc13-745c-4823-bec7-18f8a20b9f95,159de8a5-1159-4692-a1c7-d4ea1c848144,ACCEPTED,2025-01-05T11:27:00,2025-01-05T11:40:00,2025-01-05T11:40:00,,2025-01-05T11:27:00
b55cf3b1-e556-4fbf-bda3-8ed99f3dc0e0,850d779b-df26-4e84-9ffd-daf6d4e41774,0648f122-df82-42c1-b7a4-513681226246,NO_RESPONSE,2025-01-05T13:28:00,,,,2025-01-05T13:28:00
e83f3499-90d3-41b4-af30-84a59195ee20,850d779b-df26-4e84-9ffd-daf6d4e41774,c4ccc935-dd86-4d48-92ab-3e02bfbbdedd,ACCEPTED,2025-01-05T13:30:00,2025-01-05T13:36:00,2025-01-05T13:36:00,,2025-01-05T13:30:00
cb46b20d-ff2c-4422-b10b-0d46aabe6ea7,45bfbbaa-2847-4d9d-adfb-3550b8216271,d0541b7a-d91a-4f60-a3c9-55e8ae5577b7,ACCEPTED,2025-01-05T15:02:00,2025-01-05T15:14:00,2025-01-05T15:14:00,,2025-01-05T15:02:00
7619d89d-a255-41db-830d-cd75921817c3,0a0d6141-9b3c-49cd-b34d-1c85a301b0bc,748bd135-2aa2-42af-9ae8-8edfadd6d30f,DECLINED,2025-01-05T15:08:00,2025-01-05T15:11:00,,,2025-01-05T15:08:00
43735a4e-9d7b-4cdd-9534-e334ef0602fb,0a0d6141-9b3c-49cd-b34d-1c85a301b0bc,075750fe-b6ad-4c6a-a4e3-91e723ad0bdf,ACCEPTED,2025-01-05T15:10:00,2025-01-05T15:16:00,2025-01-05T15:16:00,,2025-01-05T15:10:00
04628cc5-5d5e-4bb3-9e99-910b92759d5d,45bfbbaa-2847-4d9d-adfb-3550b8216271,5a1a919b-115a-40fc-ad8a-b6ffd35a23eb,NO_RESPONSE,2025-01-05T15:13:00,,,,2025-01-05T15:13:00
